,node_idx,explainer,pr_auc,roc_auc,f1,false_negative_rate,false_positive_rate,difficult_false_positives,precision,dataset_type,num_nodes,p_edge,homophily,labelled_fraction,seed,whitebox
0,212,GNNExplainer__epochs_10,0.8692243867243867,0.9666666666666666,0.7407407407407407,0.0,0.2916666666666667,1.0,0.5882352941176471,ER,1000,0.005,0.33,0.8,3030,LPModel
1,425,GNNExplainer__epochs_10,0.9429672983845024,0.9814814814814814,0.8,0.0,0.21428571428571427,1.0,0.6666666666666666,ER,1000,0.005,0.33,0.8,3030,LPModel
2,728,GNNExplainer__epochs_10,0.9468217893217893,0.9772727272727272,0.6896551724137931,0.0,0.4090909090909091,1.0,0.5263157894736842,ER,1000,0.005,0.33,0.8,3030,LPModel
3,216,GNNExplainer__epochs_10,0.9938176050147155,0.9978632478632479,0.72,0.0,0.2692307692307692,1.0,0.5625,ER,1000,0.005,0.33,0.8,3030,LPModel
4,856,GNNExplainer__epochs_10,1.0,1.0,0.8888888888888888,0.0,0.16666666666666666,,0.8,ER,1000,0.005,0.33,0.8,3030,LPModel
5,156,GNNExplainer__epochs_10,0.7819699912706283,0.9608150470219435,0.7213114754098361,0.0,0.29310344827586204,1.0,0.5641025641025641,ER,1000,0.005,0.33,0.8,3030,LPModel
6,46,GNNExplainer__epochs_10,1.0,1.0,0.9302325581395349,0.0,0.08333333333333333,,0.8695652173913043,ER,1000,0.005,0.33,0.8,3030,LPModel
7,785,GNNExplainer__epochs_10,0.8862069229728246,0.9792106545395485,0.752,0.0,0.2366412213740458,1.0,0.6025641025641025,ER,1000,0.005,0.33,0.8,3030,LPModel
8,391,GNNExplainer__epochs_10,0.8386668941296147,0.960613810741688,0.6388888888888888,0.0,0.3058823529411765,1.0,0.46938775510204084,ER,1000,0.005,0.33,0.8,3030,LPModel
9,926,GNNExplainer__epochs_10,0.916706349051163,0.9734748010610079,0.8387096774193549,0.0,0.1724137931034483,1.0,0.7222222222222222,ER,1000,0.005,0.33,0.8,3030,LPModel
10,632,GNNExplainer__epochs_10,0.8818223546319522,0.9785714285714285,0.6557377049180327,0.0,0.3,1.0,0.4878048780487805,ER,1000,0.005,0.33,0.8,3030,LPModel
11,302,GNNExplainer__epochs_10,0.7940440115440115,0.9740740740740741,0.5263157894736842,0.0,0.3333333333333333,1.0,0.35714285714285715,ER,1000,0.005,0.33,0.8,3030,LPModel
12,396,GNNExplainer__epochs_10,0.6984837366750354,0.9573934837092732,0.6129032258064516,0.0,0.22857142857142856,1.0,0.4418604651162791,ER,1000,0.005,0.33,0.8,3030,LPModel
13,295,GNNExplainer__epochs_10,0.8968109599681338,0.9633699633699633,0.875,0.0,0.15384615384615385,1.0,0.7777777777777778,ER,1000,0.005,0.33,0.8,3030,LPModel
14,111,GNNExplainer__epochs_10,1.0,1.0,0.8571428571428571,0.0,0.16666666666666666,,0.75,ER,1000,0.005,0.33,0.8,3030,LPModel
